序号,运营商,充电站点标准名称,服务类型,区县具体地址,快充接口数,慢充接口数,地域范围,所在地类型
1515,智通充电,天润福熙大道北区,社会公用,北京市朝阳区清河营东路1号,0,15,五环至六环,公共停车场
1516,智通充电,金色漫香苑小区,社会公用,北京市昌平区天权路2号,0,6,五环至六环,公共停车场
1517,智通充电,明天第一城5号院,社会公用,朝阳区立清路明天第一城5号院,0,6,五环至六环,公共停车场
1518,智通充电,西三环北路23号,社会公用,北京市海淀区西三环北路23号院,0,12,三环至四环,公共停车场
1519,中能慧通,东方时尚驾校南门西侧社会公共充电站,社会公用,北京市大兴区金星路19号,12,82,五环至六环,其他
1520,鲲鹏祥瑞,鲲鹏祥瑞东沙各庄交流充电站,社会公用,北京北京市昌平区北七家镇东沙各庄小学东侧,0,12,六环外,公共停车场
1521,鲲鹏祥瑞,鲲鹏祥瑞东沙各庄充电站,社会公用,北京北京市昌平区北七家镇东沙各庄小学东侧,18,0,六环外,公共停车场
1522,蓝谷极狐,极狐-龙湖熙悦天街超充站,社会公用,首开龙湖北京熙悦天街地下停车场,4,0,五环至六环,大型商业购物中心
1523,万城万充,怀柔万达广场充电站,社会公用,府前西街1号院1号楼,3,2,六环外,大型商业购物中心
1524,北京驿联,北京沙河师范大学地下一层充电站,社会公用,西三路与高教园南三街交汇处师范大学新校区,2,0,六环外,教育院校
1525,亦利和,北京市亦庄经济技术开发区荣华南路15号（57号地块）,社会公用,北京市亦庄经济开发区荣华南路15号中航技广场10号楼,16,24,五环至六环,公共停车场
1526,亦利和,北京市亦庄经济技术开发区荣华南路15号（57号地块）公共充电桩（二期）,社会公用,北京市大兴区荣昌西街北京格兰云天国际酒店南侧停车场,16,0,五环至六环,公共停车场
1527,亦利和,(公共站)北京市亦庄开发区河西区X69(三盈联合)充电站,社会公用,地址：北京市大兴区兴海二街,4,30,五环至六环,公共停车场
1528,亦利和,北京市亦庄开发区京东总部二期停车场充电站,社会公用,北京市亦庄经济开发区经海四路与科创12街交叉口西北角,10,90,五环至六环,公共停车场
1529,亦利和,北京市亦庄开发区路南区N11充电站,社会公用,大兴区荣华街道办事处亦庄开发区荣华工作区亦庄开发区路路南区N11公交场站,8,0,五环至六环,公共停车场
1530,亦利和,（公共站）北京市亦庄开发区河西区X69(畅的）充电站,社会公用,地址：北京市大兴区博兴路,8,0,五环至六环,公共停车场
1531,亦利和,（公共站）北京市亦庄开发区路东区A16充电站,社会公用,北京市大兴区（亦庄）经海三路29号,16,24,五环至六环,公共停车场
1532,亦利和,（公共站）北京市大兴区河西区X23地块充电站,社会公用,北京市大兴区泰河一街,16,24,五环至六环,公共停车场
1533,亦利和,（公共站）北京市大兴区瑞森国际产业园充电站,社会公用,经海三路与科创四节街交叉口静态停车场,16,24,五环至六环,公共停车场
1534,亦利和,（公共站）北京市大兴区百度电动车充电示范站,社会公用,亦庄创意生活广场（大兴区北环东路11号）,4,4,五环至六环,公共停车场
1535,北京碧辟新能源,亦庄创意生活广场充电站,社会公用,北京市经济开发区亦庄瀛海镇文化园东路甲6号,30,0,五环至六环,大型商业购物中心
1536,丰供,时代风帆大厦充电站,社会公用,北京市丰台区马家堡西路15号时代风帆大厦B2,4,6,三环至四环,大型商业购物中心
1537,丰供,搜宝商务中心充电站,社会公用,北京市丰台区南三环西路16号-2搜宝商务中心B2,6,5,三环至四环,商业区
1538,丰供,北京市丰台区北京中医药大学东方医院（二七院区）充电站,社会公用,北京市丰台区陈庄大街5号东方医院院内,2,8,五环至六环,医疗机构
1539,丰供,丰台区杜家坎充电站,社会公用,北京市丰台区杜家坎1号，福特汽车4S点对面,6,4,五环至六环,车企4S店
1540,丰供,北京市丰台区航天三院充电站,社会公用,北京市丰台区云岗街道办事处西侧停车场院内,8,12,五环至六环,商业区
1541,丰供,北京市丰台区新发地农产品批发市场充电站,社会公用,北京市丰台区黄陈路辅路新发地农产品批发市场（强农门）内,12,12,四环至五环,农贸批发市场
1542,丰供,北京市丰台区万隆汇洋灯饰时代广场充电站,社会公用,丰台路甲215号（万隆汇洋灯饰城停车场）,4,6,三环至四环,大型商业购物中心
1543,德仕安,中国五矿大厦,社会公用,北京朝阳区安慧里四区15号,0,3,四环至五环,公共停车场
1544,燕房电力,大苑村小村96号充电站,社会公用,北京市房山区青龙湖镇大苑村小村96号,24,0,六环外,产业园区
1545,富电易充,崇文门新怡商务楼,社会公用,崇文门新怡商务楼地下三层，临停车位,0,3,二环内,公共停车场
1546,山海间科技,北京大兴富力非常HAOS充电站,社会公用,北京市大兴区团结路20号富力非常HAOS地下一层停车场,12,0,六环外,商业区
1547,潞电电力建设,（公共站）北京市通州区台湖公园充电站,社会公用,北京市通州区X010(铺大路),6,10,五环至六环,旅游景点
1548,燕房电力,中国信息大学北侧停车场充电站,社会公用,北京市房山区窦店镇下坡店村中国信息大学北侧停车场,24,0,六环外,公共停车场
1549,特来电,北京市通州区漷县公共充电站,社会公用,北京市市辖区通州区漷县镇漷兴西四南街,20,0,六环外,公交车场站
1550,特来电,天作创造中心充电站,社会公用,北京市顺义区林河工业开发区顺仁路54号,4,12,六环外,商务办公区
1551,亚电新能源,北京市顺义区府右街6号西南停车场充电站（希望家园一期）,社会公用,天竺镇政府停车场,8,0,六环外,公共停车场
1552,亚电新能源,顺义区马坡镇马坡桥东停车场充电站,社会公用,北京市顺义区泰武姚村京密路临9号,20,0,六环外,公共停车场
1553,亚电新能源,鼎成时代广场停车场充电站(交流充电站）,社会公用,北京市朝阳区小营北路15号院1号鼎成中心-东门,0,96,六环外,大型商业购物中心
1554,亚电新能源,顺义区马坡镇南陈路充电站,社会公用,顺义区南陈路77号院附近,10,0,六环外,公共停车场
1555,优智新能源,优智·顺迈金钻充电站,社会公用,东三环南路甲52号,43,0,三环至四环,商业区
1556,丰供,丽泽远洋锐中心充电站,社会公用,北京市丰台区丽泽商务区骆驼湾南路锐中心B2、B3、B4层,24,55,三环至四环,商务办公区
1557,京南兴海育福,庞各庄充电站,社会公用,北京市大兴区庞各庄镇团结村团结路北侧,10,0,六环外,村镇
1558,潞电电力建设,潞能超充（首环西集服务区南区站）,社会公用,北京北京市通州区西集服务区,7,0,五环至六环,高速服务区
1559,新源恒远,新源恒远公共站095-华商创意中心充电站,社会公用,北京华商创意中心,2,4,五环至六环,工业园区/厂区
1560,北京电力公司,北京市密云区古北水镇景区P5公共充电站,社会公用,北京市密云区古北水镇景区P5停车场内,24,4,六环外,旅游景点
1561,北京电力公司,北京市怀柔区鹿世界主题公园公共充电站,社会公用,北京市怀柔区鹿世界主题公园停车场,2,8,六环外,旅游景点
1562,北京电力公司,北京市顺义区俸伯地铁站充电站,社会公用,北京市顺义区俸伯地铁站停车场,10,0,六环外,地铁站
1563,北京电力公司,北京市海淀区香山公园2号停车场充电站,社会公用,北京市海淀区香山公园2号停车场（香泉环岛西北角）,15,0,五环至六环,旅游景点
1564,北京电力公司,北京市丰台区新里程肿瘤医院充电站,社会公用,北京市丰台区万丰路69号新里程肿瘤医院院内停车场,9,1,四环至五环,医疗机构
1565,北京电力公司,北京市朝阳区北京音乐产业园北侧公共充电站,社会公用,北京市朝阳区北京音乐产业园院内停车场,8,0,五环至六环,旅游景点
1566,北京电力公司,北京市石景山区刘娘府充电站,社会公用,北京市石景山区刘娘府变电站停车场,7,0,三环至四环,企事业单位
1567,北京电力公司,北京市延庆区玻钢厂充电站,社会公用,北京市延庆区康庄镇二五一玻璃钢厂停车场,7,0,六环外,企事业单位
1568,北京电力公司,北京市亦庄开发区荣昌西街西侧充电站,社会公用,北京市亦庄开发区同仁医院西侧停车场内,7,0,五环至六环,公共停车场
1569,北京电力公司,北京市东城区北京人民艺术剧院充电站,社会公用,北京市东城区王府井大街22号,6,0,二环内,旅游景点
1570,北京电力公司,北京市石景山区杏石口变电站充电站,社会公用,北京市石景山区杏石口变电站停车场,5,0,三环至四环,企事业单位
1571,北京电力公司,北京市亦庄开发区融兴北二街充电站,社会公用,北京市亦庄开发区亦柏路与融兴北二街交叉口,3,0,五环至六环,公共停车场
1572,北京电力公司,北京市亦庄开发区融兴南二街充电站,社会公用,北京市亦庄开发区瑞合西二路与融兴南二街交叉口,3,0,五环至六环,公共停车场
1573,北京电力公司,北京市海淀区温泉人家公共充电站,社会公用,北京市海淀区白家瞳东路9号温泉体育中心院内正东方向160米,2,0,五环至六环,公共停车场
1574,北京电力公司,北京市亦庄开发区融兴北三街充电站,社会公用,北京市亦庄开发区瑞合路与融兴北三街交叉口,2,0,五环至六环,公共停车场
1575,北京电力公司,北京市东城区国家移民管理局充电站,社会公用,北京市西城区新街口北大街3号楼地下B3停车场B037、B051、B053、B056停车位,4,0,二环内,企事业单位
1576,北京电力公司,北京市延庆区大榆树镇政府公共充电站,社会公用,北京市延庆区大榆树镇政府院内停车场,6,0,六环外,企事业单位
1577,北京电力公司,北京市东城区泡子河充电站,社会公用,北京市东城区泡子河东巷54号,3,0,二环内,公共停车场
1578,北京电力公司,北京市海淀区香山公园3号停车场充电站,社会公用,北京市海淀区香山路香山公园3号停车场（香泉环岛西南角）,5,0,五环至六环,旅游景点
1579,北京电力公司,北京市西城区常青藤希尔顿酒店公共充电站,社会公用,北京市西城区马连道东街2号北京丽泽商务区希尔顿欢朋酒店停车场,2,0,二环内,商业区
1580,北京电力公司,北京市石景山区喜隆多新国际购物中心充电站,社会公用,北京市石景山区喜隆多新国际购物中心停车场,18,0,三环至四环,大型商业购物中心
1581,北京电力公司,北京市密云区新城关供电所公共充电站,社会公用,北京市密云区沿湖社区北区西侧公共停车场,1,1,六环外,企事业单位
1582,北京电力公司,北京市大兴区旺兴湖文化活动中心公共充电站,社会公用,北京市大兴区旺兴湖公园停车场,0,10,六环外,机场
1583,北京壳牌,壳牌华远西红世充电站,社会公用,春和路50号院,54,0,五环至六环,公共停车场
1584,北京壳牌,壳牌首开万科中心充电站,社会公用,新源大街29号院B2停车场,16,0,五环至六环,商务办公区
1585,云旗电行,北京北五环居然之家充电站,社会公用,来广营西路55号,24,0,五环至六环,大型商业购物中心
1586,星星充电,定慧产业园充电站,社会公用,北京市海淀区西四环中路6号停车场二层西侧,48,0,四环至五环,商务办公区
1587,星星充电,凯晨大厦充电站,社会公用,北京市西城区金融街街道凯晨世贸中心,3,0,三环至四环,商务办公区
1588,星星充电,白家疃尚品园充电站,社会公用,温泉镇阳坊大都涮羊肉(尚品园店)白家疃尚品园,30,20,三环至四环,其他
1589,星星充电,土桥村停车场充电站,社会公用,通州区梨园镇颐瑞中二路dbc加州小镇-B区北侧,54,25,四环至五环,公共停车场
1590,星星充电,泰康研修院充电站,社会公用,昌平区史各庄街道生命科学园西路12号中关村生命科学园地下停车场B2,10,8,四环至五环,其他
1591,星星充电,京贸新干线充电站,社会公用,通州区京贸新干线地上停车场,4,6,四环至五环,商务办公区
1592,桩大夫,北京艾迪公园充电站,社会公用,北京市顺义区仁和镇杜杨南街10号院5号楼东侧停车场,20,0,六环外,公共停车场
1593,北京壳牌,壳牌天坛生活广场充电站,社会公用,辛庄路88号天坛生活广场,12,0,三环至四环,商业区
1594,北京电力公司,北京市延庆区永宁镇政府公共充电站,社会公用,北京市延庆区永宁镇政府旁停车场,6,0,六环外,公共停车场
1595,北京电力公司,北京市昌平区温榆河公园充电站,社会公用,北京市昌平区温榆河公园未来智谷60号门停车场,8,0,六环外,旅游景点
1596,北京电力公司,北京市密云区规划委员会密云分局院外充电站,社会公用,北京市密云区规划委员会密云分局院外,2,0,六环外,政府机构
1597,北京电力公司,北京市延庆区永宁供电所公共充电站（2022）,社会公用,北京市延庆区永宁镇永宁供电所院内停车场,2,0,六环外,经营性场所
1598,智远优充,北京智远优充开放环岛充电站,社会公用,怀柔区开放东路1号,24,0,六环外,公共停车场
1599,智远优充,北京智远优充科学城公共充电站,社会公用,怀柔科学城乐园南一街五号,12,2,六环外,公共停车场
1600,重友新能源,(公共站)中关村国防科技园充电站,社会公用,北京市海淀区西三环北路甲2号,0,14,二环至三环,商务办公区
1601,隆瑞三优,（公共站）北京市大兴区桂村电动汽车充电站,社会公用,大兴区贵达路,0,12,六环外,产业园区
1602,隆瑞三优,朝阳区安慧里社区场站,社会公用,朝阳区安慧里社区公交场站,15,0,四环至五环,其他
1603,隆瑞三优,(公共站)海淀区水科院南院瑞智充小站,社会公用,海淀区水科院大厦玉渊潭南路1号,20,4,二环至三环,科研院所
1604,隆瑞三优,北京市东城区隆瑞三优桃园东里瑞智充小站,社会公用,东城区桃园东里1号,1,2,二环至三环,公共停车场
1605,隆瑞三优,北京市东城区左安门西街瑞智充小站,社会公用,东城区左安门西街道路两侧,1,19,二环内,商业区
1606,隆瑞三优,（公共站）丰台区辛庄路口停车场瑞智充小站,社会公用,北京市丰台区镇岗塔路,14,50,五环至六环,村镇
1607,隆瑞三优,昌平区龙锦苑公共充电站,社会公用,龙锦苑公交场站,11,0,五环至六环,其他
1608,隆瑞三优,北京市丰台区北岗洼村停车场瑞智充小站,社会公用,丰台区石油库路北岗洼社区停车场,0,14,五环至六环,公共停车场
1609,隆瑞三优,北京市丰台区朱家坟村停车场瑞智充小站,社会公用,北京市丰台区朱家坟村1号停车场,0,24,五环至六环,公共停车场
1610,隆瑞三优,北京市丰台区淮杨村停车场瑞智充小站,社会公用,丰台区云岗路商业街C座170号,0,10,五环至六环,公共停车场
1611,隆瑞三优,北京市丰台区赵辛店村内停车场瑞智充小站,社会公用,北京市丰台区长辛店大街260号,0,12,五环至六环,公共停车场
1612,隆瑞三优,北京市丰台区佃起村委会地上停车场瑞智充小站,社会公用,丰台区云岗路商业街140号,0,10,五环至六环,公共停车场
1613,隆瑞三优,（公共站）朝阳区奥林匹克森林公园北园西门瑞智充小站,社会公用,北京市朝阳区奥林匹克森林公园北园西门停车场地上车位,1,6,四环至五环,城市公园绿地
1614,隆瑞三优,（公共站）朝阳区奥林匹克森林公园北园东门瑞智充小站,社会公用,北京市朝阳区奥林匹克森林公园北园东门停车场地上车位,4,3,四环至五环,城市公园绿地
1615,隆瑞三优,（公共站）朝阳区奥林匹克森林公园南园西门瑞智充小站,社会公用,北京市朝阳区奥林匹克森林公园南园西门停车场地上车位,1,3,四环至五环,城市公园绿地
1616,隆瑞三优,隆瑞三优国门智慧城充电站（快充站）,社会公用,北京市顺义区安平北街与裕曦路交叉路口往东约110米,10,0,五环至六环,公共停车场
1617,隆瑞三优,北京市昌平区羊台子村停车场瑞智充小站,社会公用,昌平区羊台子村,0,10,六环外,公共停车场
1618,隆瑞三优,北京市亦庄锋创科技园地上停车场瑞智充小站,社会公用,大兴区亦庄科创十三18号院锋创科技园,4,35,五环至六环,公共停车场
1619,华商三优,大兴区亦庄三江华晨公共充电站,社会公用,大兴区亦庄三江华晨,2,0,五环至六环,车企4S店
1620,华商三优,丰台区丰仪汽车园公共充电站,社会公用,丰台区张仪村鑫鹏天奥汽车店,10,0,四环至五环,交通枢纽
1621,华商三优,石景山区首钢园区公共充电站,社会公用,石景山区首钢园区小西门停车场,0,3,五环至六环,企事业单位
1622,华商三优,昌平区公园悦府公共充电站,社会公用,昌平区科星西路与龙锦一街交叉口北,1,2,五环至六环,其他
1623,华商三优,丰台区银地家园公共充电站,社会公用,北京市丰台区银地西路,1,3,四环至五环,其他
1624,北京电力公司,北京市东城区哈德门广场B2停车场公共充电站（2022）,社会公用,北京市东城区哈德门广场地下四层停车场,8,0,二环内,商业区
1625,北京电力公司,北京市丰台区工人俱乐部充电站,社会公用,北京市丰台区文体路58号工人俱乐部停车场,8,0,三环至四环,体育场馆
1626,北京电力公司,北京市丰台区江西大酒店充电站,社会公用,北京市丰台区南三环东铁匠营横一条8号,6,0,二环至三环,酒店宾馆
1627,北京电力公司,北京市丰台区北京电力医院B3停车场公共充电站.,社会公用,北京市丰台区太平桥西里甲1号北京电力医院地下车库B3层197-207车位,4,0,二环至三环,医疗机构
1628,北京壳牌,壳牌漷县充电站,社会公用,漷县镇杨堤村壳牌加油站内,12,0,六环外,其他
1629,首兴安成电力,（公共站）北京首兴安成电力工程有限公司北院充电站,社会公用,北京市大兴区黄马路北京首兴安成电力工程有限公司,6,8,五环至六环,企事业单位
1630,首兴安成电力,（公共站）大兴区科技路汉庭酒店充电站,社会公用,北京市大兴区科技路16号,12,0,五环至六环,酒店宾馆
1631,首兴安成电力,（公共站）大兴区百联清城购物中心充电站,社会公用,北京市大兴区兴华大街三段27号,12,0,五环至六环,商业区
1632,特瓦特,大中电器超级充电站,社会公用,回龙观西大街与回龙观北桥交叉口东南约80米,36,0,五环至六环,大型商业购物中心
1633,北京壳牌,壳牌四元桥购物中心充电站,社会公用,宜居南路2号,80,0,四环至五环,大型商业购物中心
1634,星星充电,富兴国际充电站,社会公用,大兴区富兴国际地下车库B2层,0,30,五环至六环,科技园区
1635,碧辟北京,BP快速充电站（北京朝阳苏宁易购生活广场）,社会公用,北京市朝阳区朝阳路167号,16,0,四环至五环,大型商业购物中心
1636,北京壳牌,壳牌大运河森林公园充电站,社会公用,北京市通州区通怀路大运河森林公园果园停车场,28,0,六环外,城市公园绿地
1637,北京壳牌,壳牌城市绿心森林公园P12充电站,社会公用,北京市通州区城市绿心公园P12停车场,24,0,六环外,城市公园绿地
1638,碧辟北京,BP快速充电站（北京亦庄亦花园）,社会公用,北京市大兴区东渠路6号亦花园北2门,20,0,五环至六环,商业区
1639,牛充,门头沟Pus365地下充电站,社会公用,门头沟Plus365购物中心地下1层,8,6,六环外,大型商业购物中心
1640,中能慧通,兴光三街5号院充电站,社会公用,北京市通州区兴光三街5号院（北京市通州兴光三街与嘉创二路交叉口北行10米处路东）,48,0,五环至六环,工业园区/厂区
1641,蓝谷极狐,极狐-中关村创业大厦超充站,社会公用,信息路中关村创业大厦内部停车场,2,0,五环至六环,科技园区
1642,蓝谷极狐,极狐-居然之家超充站,社会公用,北京市北京市朝阳区居然之家北五环店停车场(出入口),4,0,五环至六环,大型商业购物中心
1643,蓝谷极狐,极狐-亦庄龙湖天街超充站,社会公用,亦庄龙湖天街停车场B3西南角,4,0,五环至六环,大型商业购物中心
1644,蓝谷极狐,极狐-中关村发展大厦充电站,社会公用,海淀区中关村发展大厦,0,5,五环至六环,科技园区
1645,蓝谷极狐,极狐-大悦春风里快充站,社会公用,林校路街道黄村东大街38号,6,0,五环至六环,大型商业购物中心
1646,蓝谷极狐,极狐-环球贸易中心快充站,社会公用,东城区北三环中路36号环球贸易中心A座B2层、B3层,10,0,二环至三环,大型商业购物中心
1647,EC动力,EC动力久敬家园充电站,社会公用,北京市丰台区久敬庄路丙66号,2,8,三环至四环,公共停车场
1648,云杉智慧,大兴区香海园充电站,社会公用,北京市大兴区香园路57号智慧云杉香园路充电站,20,0,五环至六环,商业区
1649,星星充电,青海金融大厦充电站,社会公用,北京市丰台区太平桥街道金丽南路青海金融大厦,6,25,四环至五环,商务办公区
1650,天开快充,北京市朝阳区张家店3号充电站,社会公用,十八里店乡张家店3号停车场,0,42,四环至五环,公共停车场
1651,天开快充,丰台区大红门康泽园交流慢充充电站,社会公用,大红门康泽园小区,0,8,三环至四环,公共停车场
1652,天开快充,天开快充康泽园直流充电站,社会公用,大红门康泽园小区,6,0,三环至四环,公共停车场
1653,吉事能源,吉事充果园环岛充电站,社会公用,北京市通州区北苑街道果园小区,12,0,六环外,公共停车场
1654,智通充电,八家底商西区,社会公用,月泉路八家嘉园南门底商停车场西侧,0,6,五环至六环,公共停车场
1655,畅的智能,北京房山区核原科电充电站,社会公用,良乡工业区白杨路3号,6,0,五环至六环,公共停车场
1656,泛充科技,超级饭电银泰百货站,社会公用,北京市丰台区马家堡东路101号院10号楼地下三层停车场,6,0,三环至四环,大型商业购物中心
1657,泛充科技,超级饭电五棵松华熙站,社会公用,北京北京市海淀区复兴路69号院12号地下二层停车场,6,0,三环至四环,大型商业购物中心
1658,天开快充,北京市朝阳区十八里店乡横街子村6号停车场,社会公用,十八里店乡横街子6号停车场,0,27,四环至五环,公共停车场
1659,天开快充,北京市朝阳区金蝉北里充电站,社会公用,垡头街道金蝉北里,0,6,四环至五环,公共停车场
1660,天开快充,北京市朝阳区将府家园充电站,社会公用,将府家园小区,2,14,四环至五环,公共停车场
1661,天开快充,北京市朝阳区十八里店乡横街子村2号停车场,社会公用,北京市朝阳区十八里店乡横街子村2号停车场,0,27,四环至五环,公共停车场
1662,泛充科技,超级饭电大兴绿地缤纷城站,社会公用,北京市大兴区高米店街道绿地中央广场兴贸中心地下二层停车场,12,0,五环至六环,大型商业购物中心
1663,依威能源,红石座10号楼,社会公用,昌崔路198院,0,12,五环至六环,商务办公区
1664,依威能源,红石座2号楼,社会公用,昌崔路198号院,0,12,五环至六环,商务办公区
1665,依威能源,路庄村北停车场,社会公用,百沙路163号,0,12,五环至六环,公共停车场
1666,依威能源,文成国际综合商务中心-B1停车场,社会公用,东外大街49号,0,20,六环外,商务办公区
1667,依威能源,北京昌乐庄园,社会公用,丈头村,0,12,五环至六环,公共停车场
1668,依威能源,北京弘颐生态园南门,社会公用,无,0,12,五环至六环,商务办公区
1669,依威能源,联东U谷平谷科技园A1,社会公用,平和街39号院,0,12,六环外,商务办公区
1670,依威能源,路庄村南停车场,社会公用,百沙路121号,0,12,五环至六环,公共停车场
1671,依威能源,北京弘颐生态园,社会公用,无,0,12,五环至六环,商务办公区
1672,依威能源,联东U谷平谷科技园C,社会公用,王辛庄镇平和街39号院,0,6,六环外,商务办公区
1673,依威能源,联东U谷平谷科技园B1,社会公用,平和街39号,0,12,六环外,商务办公区
1674,依威能源,联东U谷平谷科技园B2,社会公用,平和街39号,0,12,六环外,商务办公区
1675,依威能源,宏大伟业物流园停车场,社会公用,天宫院街道天河北路18号,0,12,五环至六环,公共停车场
1676,依威能源,联东U谷平谷科技园A2,社会公用,王辛庄镇平和街39号院,0,12,六环外,商务办公区
1677,依威能源,国家人类遗传资源中心停车位北侧,社会公用,科学园路14号,0,12,五环至六环,商务办公区
1678,依威能源,梨花渡北区,社会公用,镜盒厂路013县,0,12,五环至六环,商务办公区
1679,依威能源,梨花渡西区,社会公用,镜盒厂路013县,0,12,五环至六环,商务办公区
1680,依威能源,梨花渡东区,社会公用,镜盒厂路013县,0,12,五环至六环,商务办公区
1681,依威能源,北京双益发文化发展有限公司,社会公用,铺外路020号,0,12,五环至六环,商务办公区
1682,依威能源,梨花渡南区,社会公用,镜盒厂路013县,0,12,五环至六环,商务办公区
1683,依威能源,侨商中心6号地地下一层,社会公用,东关大道013县,0,12,五环至六环,商务办公区
1684,依威能源,侨商中心6号地地下三层,社会公用,东关大道013县,0,12,五环至六环,商务办公区
1685,依威能源,侨商中心6号地地下二层,社会公用,新华街道东关大道013县,0,12,五环至六环,企事业单位
1686,依威能源,天隆惠发建材市场,社会公用,旧宫镇旧忠路甲8号,0,6,五环至六环,公共停车场
1687,依威能源,三利产业园,社会公用,盛坊路4号,0,10,五环至六环,产业园区
1688,依威能源,方庄南路29号西侧停车场,社会公用,方庄南路29号,0,6,四环至五环,公共停车场
1689,依威能源,广益大厦B座,社会公用,广义街5号,0,12,二环至三环,商务办公区
1690,依威能源,好运农庄,社会公用,范崎路004县,0,12,六环外,公共停车场
1691,星星充电,星光创意中心充电站,社会公用,北京市大兴区国家新媒体产业基地星光视界中心1号楼B座星光·视界中心,0,20,五环至六环,商务办公区
1692,北京壳牌,壳牌瀛亨街1号院充电站,社会公用,北京市大兴区瀛亨街1号院,20,0,五环至六环,体育场馆
1693,亚电新能源,北京市石景山区八角立体停车楼充电站,社会公用,北京市石景山区八角南里小区停车场,20,0,六环外,公共停车场
1694,亚电新能源,北京丰台区西站商业广场充电站,社会公用,"北京市丰台区北京西站南路2号,北京西站南广场-停车场",32,0,二环至三环,公共停车场
1695,碧辟北京,BP快速充电站（北京大兴仁和医院）,社会公用,北京市大兴区兴丰大街1号仁和医院停车场,6,0,五环至六环,医疗机构
1696,山海间科技,北京西城富力摩根中心充电站,社会公用,北京市西城区太平街6号摩根中心地下三层停车场,28,0,二环内,商业区
1697,天开快充,天开快充零点特区充电站,社会公用,双桥零点特区停车场,8,0,四环至五环,公共停车场
1698,以电航空,西平里充电场站,社会公用,西平街甲9号西平里内,0,2,五环至六环,公共停车场
1699,以电航空,燕翔西里充电场站,社会公用,学校路燕翔西里六号楼前,0,2,五环至六环,公共停车场
1700,以电航空,东平里充电场站,社会公用,北京市朝阳区体育馆路东平里10号楼,0,2,五环至六环,公共停车场
1701,以电航空,北平里充电场站,社会公用,北京市朝阳区西平街北平里内,0,2,五环至六环,公共停车场
1702,以电航空,南平东里充电场站,社会公用,北京市朝阳区南平街南平东里内,0,2,五环至六环,公共停车场
1703,开迈斯,北京市海淀区京果商厦直流站,社会公用,四道口路2号,3,0,二环内,商务办公区
1704,星星充电,上德中心充电站,社会公用,工业开发区黄亦路与金星桥交叉口东北角上德中心,24,15,五环至六环,商业区
1705,泛充科技,超级饭电梨园站,社会公用,北京北京市通州区梨园南街辅路与九棵树东路辅路交叉口东60米,12,0,五环至六环,公共停车场
1706,开迈斯,北京雍贵中心直流站,社会公用,广渠门內大街45号,6,0,二环内,商务办公区
1707,开迈斯,北京市海淀文化艺术大厦直流站,社会公用,北京市海淀区中关村街道知春路海淀剧院中关村大街与知春路交叉口东侧108米,16,0,二环内,商务办公区
1708,蓝谷极狐,极狐-新发地客运站超充站,社会公用,丰台区新发地客运站,4,0,四环至五环,公交车场站
1709,特来电,中国人民大学立德楼地库充电站,社会公用,北京市市辖区海淀区海淀街道中国人民大学,2,6,三环至四环,教育院校
1710,特来电,凯迪拉克IQ尊享超充北京凯德mall望京站,社会公用,北京市市辖区朝阳区望京街道华联商厦(望京店),2,0,四环至五环,大型商业购物中心
1711,特来电,北京市朝阳区凤凰汇购物中心充电站,社会公用,北京市市辖区朝阳区左家庄街道凤凰环路凤凰汇购物中心,4,0,三环至四环,大型商业购物中心
1712,特来电,北京市通州区孙王场充电站,社会公用,北京市市辖区通州区孙王场村委会门前停车场,14,0,五环至六环,公共停车场
1713,特来电,北京四季青医院充电站,社会公用,北京市市辖区海淀区远大路32号,3,0,三环至四环,医疗机构
1714,碧辟北京,BP快速充电站（北京门头沟金融街融悦中心）,社会公用,紫金路地铁S1号线小园站西侧,8,0,六环外,大型商业购物中心
1715,星星充电,中关村医疗器械园,社会公用,天宫院街道永旺西路中关村医疗器械园,26,18,五环至六环,科技园区
1716,星星充电,顺义李桥充电站,社会公用,北京市顺义区李桥镇外环路,126,0,五环至六环,其他
1717,合众融通,恒日二期充电站,社会公用,兴贸二街北京恒日事业园内,10,0,五环至六环,物流园
1718,星星充电,昌平硅谷SOHO充电站,社会公用,中兴路21号院,46,0,五环至六环,其他
1719,吉事能源,吉事充五道口嘉园充电站,社会公用,北京市海淀区学院路街道暂安处2号院五道口嘉园,6,0,四环至五环,公共停车场
1720,云电电气,（公共站）北京市密云区穆家峪镇碱厂村村西停车场充电站,社会公用,北京市密云区穆家峪镇碱厂村村西停车场,0,5,六环外,村镇
1721,天开快充,北京市怀柔区育龙铭居充电站,社会公用,育龙铭居停车场,0,24,六环外,公共停车场
1722,EC动力,EC动力和院文创园充电站,社会公用,北京市朝阳区平房乡青年路50号和院文创园,10,0,四环至五环,产业园区
1723,京怀电力,（公共站）北京市怀柔红星酒厂南侧停车场充电站,社会公用,北京市怀柔区G101(京密路),5,5,六环外,企事业单位
1724,华商信联,(公共站）北京市大兴区龙和大道公共充电站,社会公用,大兴区龙河街113号,0,10,五环至六环,其他
1725,华商信联,晓月苑八里东侧停车场充电站,社会公用,北京市丰台区晓月苑八里东侧停车场,0,20,四环至五环,公共停车场
1726,蓝谷极狐,极狐-丽泽龙湖天街超充站,社会公用,首创龙湖北京丽泽天街地下停车场B2层,4,0,二环至三环,大型商业购物中心
